Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity
757,760.35,772,747.5,765.6,765.25,760.12,4008613
765.25,764,769.5,756,760,761.3,762.17,2968791
761.3,761.6,769,750.25,751,753.5,757.21,4849218
753.5,751,756.1,712,722,719.4,735.29,4457788
719.4,731.1,759.9,728.35,754.35,755.05,747.58,4186930
755.05,765,796.3,764,785.05,782.6,779.16,7821448
782.6,796.7,813.7,789.45,805.2,805.45,802.88,7791545
805.45,794.5,799,782.95,788.75,788.85,789.07,4567377
788.85,783.2,825.5,776.5,825.1,821.5,801.44,7162305
821.5,824,843.5,823.7,833,833.5,833.91,7186238
833.5,833.5,859,814.5,857.5,852.45,837.02,8065388
852.45,852.15,858.55,823.7,824.4,825.75,837.29,6757863
869.7,815,815,815,815,815,815,500579
825.75,810.35,822.45,795.25,805,806.3,808.08,4246961
806.3,813.2,824.75,796.75,812,810.25,811.99,5806114
810.25,813.9,829.75,805.2,826.85,825.4,816.77,4694876
825.4,833,838.6,813.55,835.3,836.3,827.65,4664709
836.3,850,850,821,828,825.65,832.76,6128496
825.65,825,829.15,815.6,823.05,821.55,822.54,2924971
821.55,823,853.95,816.3,852.1,851.8,837.43,4214600
851.8,850.9,850.9,832.3,835.05,837.6,838.76,3892821
837.6,823.95,827.9,780,780.25,786.35,803.06,6239874
786.35,773.9,792.6,764.1,768,770.6,777.84,8803427
770.6,769.2,770.7,747.55,760.45,759.2,758.17,6217951
759.2,774,800.7,772,798.65,797.2,787.17,5039564
797.2,799.75,806.3,789.1,796.05,797.2,797.08,5722488
797.2,790.5,812.75,784.45,810.05,807.7,798.21,7203038
807.7,803.5,822.9,792.5,805.55,808.35,809.05,7987653
808.35,791.2,799.9,784.1,786.75,788.2,791.13,4825259
788.2,784,790.8,765.25,771.15,771.6,778.35,6000741
771.6,772.55,777.9,761.75,765.35,767,768.93,4739596
767,786.7,808,784.9,806.05,802.9,795.33,4551326
802.9,804.25,830.9,804.2,829,829.25,821.32,3393633
829.25,835,841.4,822.5,824.5,827,830.94,3592510
827,829.4,851.9,826.05,847.6,849.65,838.85,3947624
849.65,850,858,842.1,845.25,846.9,849.78,4195352
846.9,842,869.7,841.5,865,866.9,860.41,4085035
866.9,867,868.85,831.15,833.05,833.8,840.34,5040808
833.8,825,826.4,811.35,820.7,819.9,817.64,4182965
819.9,825.5,845,824.1,841.6,843,836.18,2713867
843,834.85,840.9,822,840.4,838.7,829.69,2279371
838.7,840,849.2,831.1,839.2,835.75,841.53,2364175
835.75,848,854,843.55,845.2,846.5,848.33,2075894
835.75,848,854,843.55,845.2,846.5,848.33,2075894
846.5,855,880.95,842.15,877,875.95,865.09,5197046
875.95,879,881.5,871.05,872,873.6,874.74,737231
873.6,899.7,904,884.1,900.4,900,894.68,5606883
900,898,899.3,872.55,875,877.55,885.78,3628082
877.55,870.5,878.5,857.6,861,860.6,866.16,3745221
860.6,855,880.95,855,872.4,871.8,871.79,3143275
871.8,867.75,889.35,863,889.35,885.9,876.45,3666997
885.9,905,905,872.65,879.05,879.95,883.47,4171957
879.95,879,885,868.5,884,883.7,878.49,2313308
883.7,890.05,892.65,861.15,864.25,864.95,877.66,2666312
864.95,859,888.8,850.1,887.8,885.35,868.89,4969253
885.35,891.4,896,873,873.6,876.7,887.05,3656473
876.7,871,878,856.25,857.9,861.45,868.12,2262503
861.45,859.1,859.1,837.35,853.95,848.1,846.91,3043186
848.1,845.05,848.65,806.25,807,809.95,825.29,5538055
809.95,800.3,811.95,787,809.95,808.1,796.95,4958044
808.1,800,800,781.5,788.55,786.35,787.84,4049501
786.35,788.1,804.45,786.6,795,795.2,795.93,4382352
795.2,789.9,789.9,755.8,775,773.4,771.24,5419769
773.4,775,778,753.15,775.15,773.15,765.19,6367715
773.15,769.7,771.25,751,751.7,753.8,761.33,3699725
753.8,765,785.8,762.55,784.25,783.8,775.38,2522069
783.8,782,782,759.15,761.1,765,766.74,4803440
765,756.7,783.3,753.1,783.25,778.25,768.64,4569146
778.25,799,810.75,795.2,798.75,799,802.46,4714967
799,797,815,786.55,813.25,812.05,801.17,4479880
812.05,808.35,812.2,798.35,808.35,806.75,805.48,3160834
806.75,807,819.5,803.2,804.1,809.8,812.64,3514150
809.8,802,807.7,772.1,777.05,778.85,784.38,4442697
778.85,769.9,769.9,752.7,753.4,755.7,760.14,5044876
755.7,760.55,762,724,726.8,727.5,740.66,5097034
727.5,723.9,746,721,743.65,742.3,734.72,5228468
742.3,738,753.9,733.4,739.7,741.9,745.66,5304706
741.9,731.9,754.5,723.5,750.85,750.15,741.04,6611139
750.15,749,844.6,716.05,720,721.85,741.45,5828713
721.85,719.2,739.9,715.15,736,735.3,726.75,4714116
735.3,741.7,741.7,709.2,711.75,713.45,724.03,5550563
713.45,727,753.75,722.7,753.05,748,733.89,4563405
748,741.35,760.3,733,758.3,754.55,744.42,4473719
754.55,760,769.75,742.4,745.5,746.4,757.91,3511075
746.4,747.05,764.8,745.55,759.3,761,757.75,2376469
761,766,768.7,745.35,754.05,753.05,757.23,3074308
753.05,757.7,758.5,735.35,736.1,739.05,743.8,2829068
739.05,733.65,739,707.2,709.7,711.9,720.1,5449524
711.9,713,720.55,689,693.1,692.95,703.06,6662330
692.95,696.8,709.75,687.15,707.1,706.55,698.54,4299217
706.55,712.25,726.9,710.35,723.55,724.65,719.42,4683491
724.65,727.4,730.95,713.35,714.8,716.15,721.45,4238367
716.15,715,724.95,694.1,702,699.5,709.52,6619586
699.5,697.05,724,696.65,718.15,717.55,710.55,4703147
717.55,716.7,718.9,713.3,714.45,714.75,716.26,460231
714.75,714.45,714.45,702.45,707,706.25,707.61,4202878
706.25,712,739,712,734.35,736.2,727.18,4507724
736.2,737.9,753,731.5,747.85,748.25,743.19,4842143
748.25,747.5,752.95,732.6,740,736.9,741.89,3251624
736.9,742,750.95,728.1,731.95,731.8,738.89,4692930
731.8,729.95,729.95,711,715.25,712.95,717.18,4067488
712.95,716,744.4,716,740.3,742.05,734.03,5197636
742.05,762,787.9,758.05,773.65,779.75,773.1,9248756
779.75,789,795.95,782.1,784.4,785.65,788.82,5483508
785.65,790,800,772.05,794.1,792.65,785.32,7251864
792.65,755.3,779.75,755.2,772,771.55,769.6,6457585
771.55,774.6,791.6,770.4,781.5,783.75,783.24,5095499
783.75,788.7,795,782.8,791,790.95,789.66,3837205
790.95,800,827.9,799,817,820.4,814,5565491
820.4,813.9,818.85,792.2,794.25,794.75,803.83,4829091
794.75,804.5,820.8,801.4,817.5,817.1,812.78,6264462
817.1,818.9,834,816,833.3,831.2,826.27,3776806
831.2,835,842.7,824.15,826.15,829.25,833.57,4901979
829.25,830,840,815.65,836,838.3,826.6,4569209
838.3,845.9,849.5,824.1,832.4,833,834.95,3984412
833,842,852.7,834.25,845.25,844.55,846.3,4815977
844.55,847,864.7,845,860,858.4,857.42,3647626
858.4,856.75,859.9,842.6,855,853.85,851.68,4309191
853.85,850.35,859,838,843.75,843.25,844.92,3417975
843.25,841.1,858.8,841,847.5,849.25,851.1,3493699
849.25,846.9,856.4,843,850.1,848.9,851.25,3134221
848.9,854.2,855.75,833.05,838.45,836.65,839.96,7182317
836.65,831,831,804.7,811,812.45,814.33,6342577
812.45,822.05,826.4,810.2,815.95,818.2,818.11,8211325
818.2,817.5,848.75,815.1,840.4,843.55,832.44,8333665
843.55,848,857.4,830.1,834,833.4,845.82,5748129
833.4,832,849.9,826.6,832.6,839.6,841.68,4367293
839.6,833.5,841.7,814.5,819.85,819.95,823.53,4285036
819.95,821.8,825.6,765.35,779,781.45,794.49,6348215
781.45,789.05,800.35,787.7,795.9,796.5,795.37,5289418
796.5,805.05,827.9,804.15,814.9,820.75,818.27,6365349
820.75,811.8,818.7,801.1,810.45,810.95,807.58,2962594
810.95,816.25,818,805.75,814,814.1,812.82,2900087
814.1,811,815.05,811,813.7,813.45,813.64,118842
813.45,812.05,814,794.25,798,797.5,800.32,2988613
797.5,797,809,774,775.45,776.55,786.75,8029991
776.55,776.55,777.5,751,764,761.8,762.46,6446729
761.8,775.3,779.6,769.2,773.5,773.8,774.3,3942927
773.8,790,803,779.7,797,798.55,791.46,3438333
798.55,803.45,821.95,803.3,821,819.95,814.17,3684077
819.95,828,830,806.7,815.65,814.5,816.64,4028509
814.5,818,821.2,793.4,795,796.65,804.07,4630686
796.65,780,797.7,767.35,769,772.35,782.66,5753096
772.35,781,783,751.1,755.8,755.1,760.68,3652448
755.1,756.1,766.4,750.3,758,760.55,759.86,2389920
760.55,760,773.5,755.1,768.95,768.05,764.34,3248548
768.05,765.9,771.45,732,736,736.35,748.02,6684658
736.35,743.8,749.5,738.1,744.6,744.05,744.18,6161836
744.05,743.9,743.9,727,728.65,730.1,733.37,5288348
730.1,738,738.8,725.1,733.2,731.05,730.37,6216251
731.05,730,735.9,720.5,727,725.7,728.27,4131114
725.7,718,729.7,718,725,724.65,725.25,5480717
724.65,729.5,753,727.1,747.9,750.6,742.83,3949204
750.6,749.35,750.85,739.05,741,740.55,744.1,2564862
740.55,744.25,762.9,744.25,752,752.7,754.98,4003770
752.7,745,757,743.45,748,747,747.85,2700412
747,740.05,748,734.1,742,742.15,741.61,2608520
742.15,746,747,738.1,743.55,742.65,742.39,1913265
742.65,739,739,726.3,732,730.3,732.04,3726842
730.3,733.3,745.6,733.3,742.1,743.3,740.81,2692505
743.3,746.05,762,737.5,748.95,751.55,753.58,3249224
751.55,747.1,753.45,736,748.05,748.1,745.73,2404246
748.1,754.8,754.8,740.35,746.7,746.4,745.68,3175927
746.4,750,756.8,742.7,750,748.6,749.83,3428345
748.6,753.9,753.9,738.5,742,741.65,745.07,4205746
741.65,740.05,741,728,731,730.85,732.78,3410977
730.85,725.85,745.75,724.2,736,736.3,737.9,5053199
736.3,739,740.5,723.7,738.1,735.1,731.22,3809316
735.1,734.1,742.9,728.05,736,736.3,735.38,3105631
736.3,737.1,749,733.6,740,745.05,741.21,3469984
745.05,741.3,747.15,736.5,738,742,740.84,2857701
742,739.8,741.3,739,739.6,739.95,740.02,184780
739.95,737.5,747.9,737.5,745,745.1,744.36,2776770
745.1,747.9,751.4,740,744,743.55,744.64,2861902
743.55,738.5,744.45,735.15,740.75,738.85,739.96,1897162
738.85,733.4,740,722,727,726.45,730.63,3778468
726.45,715,722,705.1,715.5,715.7,712.61,4591050
715.7,718,718.9,699,708.65,708.35,708.09,3885415
708.35,702,708.3,691.05,697.6,695.1,697.35,3670660
695.1,697.25,708.4,690.55,694.5,694.15,699.89,3391819
694.15,693,703,688.3,698,697.2,696.57,3042510
697.2,698,702.8,678.55,681,681.3,689.34,4081094
681.3,679,688,674.1,682.3,681.65,681.37,3696346
681.65,675,682.8,673.05,676.15,676.1,676.94,3101760
676.1,680.25,689.85,677.8,686.8,685.15,684.71,3560488
685.15,676.9,696.4,675,689,688.55,686.29,2363960
688.55,686.5,700.7,686,697,695.5,696.19,2334127
695.5,704.6,704.6,688.75,690,691.1,696.04,2938047
691.1,685.2,689.95,679.55,689,686.85,686.04,2583348
686.85,694,700,686.1,699.95,695.3,693.06,2399818
695.3,695,695.3,688.55,690.65,691.2,691.44,3085023
691.2,692,703,692,701,701.65,700.04,2575102
701.65,702.2,709.8,697.55,700.95,701.85,704.69,3434316
701.85,699.65,708.65,695.15,707.5,706.25,703.25,3521032
706.25,697,729.05,682.35,718,705.6,697.75,9024961
705.6,707.35,709.45,678.05,680.15,685.25,693.37,4096569
685.25,677,697,673.4,695.7,692.75,686.83,3261847
692.75,696,706,695.1,700.3,702.55,700.86,3036638
702.55,704.45,718,698.5,714,715.9,710.2,5315222
715.9,721.05,731.9,716.25,722,721.25,724.75,6387716
721.25,718,731.9,712.3,729,729.7,722.57,2907005
729.7,732.7,736.4,718.1,718.7,722.25,729.44,2275396
722.25,715,726,714.4,722,722.95,721.99,2734310
722.95,722.25,723.95,712.4,716.05,716.3,716.7,2274408
716.3,716,720.8,711.05,716.55,716.35,715.76,1709717
716.35,718.5,729.8,718.5,726.45,726.75,725.6,2271367
726.75,730.35,734.5,712,719.8,718.9,719.94,2293698
718.9,717,739.4,717,737,737.45,730.64,1783875
737.45,738,742.95,733,739.2,737.4,738.14,2357462
737.4,734,734,710.4,718.5,718.7,716.92,5168092
718.7,713.55,714.9,703.55,710.2,711,709.6,4372864
711,714.2,722.95,712,717.05,716.2,717.79,2540620
716.2,717.5,725.5,714.45,724,723.5,720.12,3676587
723.5,726.4,729.6,718,724.1,722.5,722.47,1761932
722.5,724.4,727.8,716.65,717.2,719.9,721.43,2720915
719.9,725.1,740.9,725.1,735.4,737.85,733.77,3833575
737.85,735.5,740.8,730.15,737.5,737.4,735.36,1561673
737.4,739.95,742.65,731.3,735.7,736.35,736.89,2353246
736.35,740,740,728.85,733.8,734.25,733.14,2136594
734.25,734.95,742.4,732.05,737.4,738.7,738.79,1784218
738.7,738,738,729.5,735.35,734.85,733.31,2116579
734.85,729,733.8,726.1,727.35,731.8,730.75,1782674
731.8,731.45,742,730.8,741.6,739.7,737.48,1365637
739.7,733.45,736.6,722,725.25,725.65,728.54,2728637
725.65,721.9,729.8,717.1,721.2,721.2,722.97,2301028
721.2,720,726.5,715,718.05,718.5,721.11,2599717
718.5,720,724.15,715.05,719.35,720.35,720.59,1670329
720.35,724.8,727.95,717.3,718.5,719.35,722.26,2605134
719.35,718,721.85,712.2,715.1,715.8,715.42,1955014
715.8,720.2,729.9,718,727,727.8,724.95,2670132
727.8,722.3,728.85,717.05,721.9,722.65,723.51,2836027
722.65,715,725.8,713.3,717.55,719,719.63,2336356
719,721,726.85,718.35,723.2,724.5,722.79,1836693
724.5,720.4,724.55,712.15,718.9,719.25,717.39,1999696
719.25,720.9,720.9,706.65,709.55,710.15,713.28,3204015
710.15,719,726.8,716.15,722,721,721.34,3078195
721,723,731.8,721.85,730.45,729.6,727.07,1591825
729.6,731.6,746.1,721,742.65,743.6,736.08,3081258
743.6,740.25,750.9,738.6,743.4,746.75,746.09,3298891
746.75,742.1,747.6,736.75,740.25,739.55,741.94,1822852
739.55,735,748,730.55,741.9,742.55,739.12,2501572
742.55,748.05,789.4,748.05,783.5,786.05,778.06,8545516
786.05,786.05,795.95,777.75,781.15,783.75,786.49,4496299
783.75,785.05,799,782.55,788.4,790.8,792.54,4199284
790.8,788.9,796.4,776.65,781.7,780.15,783.59,2914451
780.15,777.65,789,774.15,782.5,782.1,783.51,2440868
782.1,779.5,790,779.5,788,788.15,786.75,1413458
788.15,787.9,802,787,800.4,799.55,797,3773614
799.55,802.05,821.85,799.1,816.8,816.15,813.36,4944737
816.15,817.9,824.9,809.65,815.45,816.1,817.6,3275638
816.1,816,823.9,812.3,812.5,814.25,816.52,2527532
814.25,809.2,815.5,805.7,807.5,807.8,809.8,1999746
807.8,810.55,811.4,787.95,793.8,794.5,800.02,3808432
794.5,791.75,794.5,778.7,785.2,782.1,784.18,3455630
782.1,786,796.2,783.5,786.85,787.35,788.68,2092529
787.35,786.85,793.9,778.55,788.4,790.2,785.52,2005624
790.2,791,797.5,780.3,780.3,782.15,787.32,2021201
782.15,779.75,791.85,768.6,783,783.4,780.44,6227911
783.4,780,784.4,762.7,765.05,766.4,770.65,3378863
766.4,768,769.95,760.05,762.3,763.05,764.13,2237861
763.05,763.95,781.15,762.2,780.8,779.6,773.88,2001239
779.6,775.25,779.95,764.2,768.45,771.15,770.94,3012632
771.15,766.3,774.6,764,766.5,768.2,769.14,1212105
768.2,778.7,796.5,778.5,793.2,791.75,790.48,3159455
791.75,793.5,799,793.2,797.65,796,795.39,166487
796,800,803.35,789.15,792.35,792.05,793.11,2006068
792.05,789.5,795.85,783.2,790.05,791,791.39,3122198
791,793.5,799.7,789.45,797.35,798.1,794.67,1776753
798.1,798.1,808.5,794.3,795.15,799.15,802.23,2669369
799.15,813,845.7,809.55,838.75,841.75,831.09,8300472
841.75,848.1,881.6,848.1,873.65,873.75,869.46,9698936
873.75,870.2,873.9,851.3,855,855.6,860.8,3953604
855.6,840.7,848.3,828.25,829.4,832.5,839.09,3499635
832.5,833,854.7,832,852.55,850.3,844.48,8214274
850.3,850,857.8,832.75,836.1,836.35,845.74,3407033
836.35,838,844.8,830.25,838,839.75,839.53,3163188
839.75,838,849.7,833.85,841.9,844.75,842.59,3807711
844.75,845.2,848,824.25,830,829.85,833.95,6953585
829.85,837,847.9,834.35,834.8,837.2,841.02,3227049
837.2,840,842.3,829.25,834.1,833.5,834.99,1991469
833.5,834.45,853.45,834.25,847.45,846.1,845.93,5006639
846.1,850.55,858.9,849.1,852,852.9,853.87,2886232
852.9,859.9,862,682.35,859.55,857.8,846.95,3592138
857.8,854.55,854.55,816.25,817,819.4,828.39,4775793
819.4,825.5,826.7,813.1,815.85,815.3,819.34,2651961
815.3,811,822.3,807.4,817.25,816,816.42,2144325
816,819,822,809.3,821.9,819.95,816.32,2710338
819.95,818.8,826.4,816.05,818.6,818.9,820.73,2429045
818.9,819,829.9,819,823.45,823.05,824.08,2555825
823.05,838.9,839.95,810,810,812.45,822.71,5068137
812.45,816.05,817.4,801.55,803.1,805.15,805.58,4780912
805.15,807.25,816,797,810,811.3,807.81,6080686
811.3,807.7,810.5,799.35,800.7,802.8,804.11,2891282
802.8,795.2,816.95,791.7,816.5,815.6,810.4,3237961
815.6,813.5,814.8,804.8,809.25,809.95,809.42,2170107
809.95,810.1,818.7,807.2,809.15,810.4,812.99,4127449
810.4,803.2,806,792.15,799.5,798.95,798.26,1936406
798.95,802.35,814.4,802.35,810.9,811.2,810.81,2511242
811.2,810,811.8,799.15,803,803.25,805.21,2134370
803.25,803.15,807.35,798,805,805.5,803.84,2153819
805.5,795,808.8,788.7,807,807.1,801.72,4201156
807.1,812,814.9,802.5,805.7,807.95,806.54,2639614
807.95,803.65,808.95,801.85,805,806.15,805.78,1158128
806.15,804,807.4,796.25,806,805.45,800.49,3531643
805.45,802,805.3,798,798.3,800.85,802.34,2381384
800.85,793,798.3,789.75,797.25,796.6,793.77,2837737
796.6,793.35,803.5,785,786.3,787.65,792.48,2421910
787.65,785.85,789.4,779,789.2,786.65,782.91,2894127
786.65,789.15,792.2,783.4,790.8,789.6,789.24,765533
789.6,788.85,788.85,777.05,786.4,784.6,781.69,3486440
784.6,787.4,792.65,771,777.4,775.15,782.62,3281968
775.15,775.25,778.25,761.35,775,774.3,769.48,4737114
774.3,780.7,780.7,762.2,763.2,765.35,770.55,2156459
765.35,766.5,773.9,761.1,773.5,771.2,767.19,1968764
771.2,773.05,773.7,761.4,765.1,765.85,766.6,2397131
765.85,766,775.8,766,772.75,773.75,771.91,1707395
773.75,774.9,779.45,771,773.15,773.65,774.64,1038412
773.65,777,788,774,785.5,786.8,782.99,2470660
786.8,786,804,782.65,794.25,798.3,797.35,4483489
798.3,796.05,808,790,792.8,793.7,797.44,4170481
793.7,795,807,789.75,807,804,799.83,2359017
804,806.15,825.7,806,824.8,824.7,817.63,3492574
824.7,828.25,837.1,820.6,832,832.6,831.25,3089629
832.6,835.95,845.85,822,843.9,843.9,833.3,2636685
843.9,841.05,849.7,830.45,830.45,834.6,842.05,3014740
834.6,834.6,837.95,821.25,828,828.3,828.13,1869316
828.3,832,838.35,814.5,817.55,820.05,825.7,3715258
820.05,825,834.8,819.35,833,832.6,828.21,2314044
832.6,832.6,841,830.4,835,834.25,835.71,2652270
834.25,834.5,846.8,828.5,840.35,839.25,839.87,2045918
839.25,834.5,844.4,831,832.3,834.15,838.33,1656401
834.15,834.5,839.45,826,829.2,831.4,831.21,1827793
831.4,835.2,843.05,834.05,840.7,839.5,839,1993015
839.5,841.95,841.95,829.5,838.2,837.85,835.8,2189272
837.85,833,834.5,822.2,824,825.25,828.79,2149301
825.25,825.6,827.35,815.6,820.4,820.7,819.68,1303847
820.7,822,835.9,822,828.4,828.25,829.29,1331218
828.25,830.3,832,815.1,818.5,817.7,823.18,3680616
817.7,823.5,846,821.55,844,840.25,835.03,3326023
840.25,840.3,849.8,836.8,837.05,839.55,841.78,2224287
839.55,844,846.6,839.1,840.6,840.7,842.74,1561532
840.7,844,856,842.55,844,847.95,849.46,3072592
847.95,848.6,862,844.6,860.1,860.75,855.58,3946902
860.75,861.9,864.6,853.55,862.65,861.85,860.42,3041614
861.85,865.7,871,851.8,852,856.6,860.91,3498964
856.6,855.1,858.1,847.9,848.95,850.65,852.15,3194175
850.65,852.4,859.85,848.65,854.6,852.7,854.64,3902332
852.7,857.75,858.95,847,848.15,850.05,851.17,2112066
850.05,852.5,853,836.25,838.3,839.9,841.17,1840162
839.9,841,853,839,850,847.55,844.16,1614000
847.55,846.15,851.8,838,847.1,847.15,844.51,2374487
847.15,846.05,870.9,846.05,860,861.35,864.11,4469088
861.35,862.1,893.55,859.75,888,890,879.41,5055697
890,895,902.95,885.65,898,900.2,895.99,5201345
900.2,938.1,955,918.05,919.9,919.95,930.67,10047910
919.95,920,930.7,915.55,921.7,920.05,925.11,4266371
920.05,922.1,928.8,916.2,923.25,923.05,922.25,2674869
923.05,925,928.35,907,918,915.55,915.97,3071712
915.55,916.25,917.35,905.1,911,912.2,910.25,3220389
912.2,911.35,913.15,895,896.75,897.55,900.48,3063239
897.55,895,902,880.1,882.95,882.85,891.4,3529188
882.85,887.5,903.4,887.5,899.75,899.4,898.26,4032649
899.4,896.65,898,883.1,887.25,886.65,887.69,3825017
886.65,891.35,899.8,883.6,895,894,892.3,1863597
894,896.05,901,884.1,890.5,886.7,892.96,3130914
886.7,884,885.9,873,873.95,874.75,876.88,2219184
874.75,880.45,882.9,870.8,875.45,875.65,877.32,2257604
875.65,871.6,882,868.35,871.2,872.9,874.4,1952688
872.9,869.95,874,857,860.15,863.55,865.98,2190791
863.55,865,875,860.6,870,868.4,868.66,1904074
868.4,868.6,880.35,865.2,876.5,875.45,873.93,2223818
875.45,884,888,872.5,881.7,879,881.76,2407720
879,880,883.45,851,852.45,856.05,868.12,2808132
856.05,854.9,857.4,834.1,843.75,845.8,844.06,3289431
845.8,848,854.6,843.2,846.55,847.5,849.98,1213793
847.5,849,855,834.25,854.25,848.4,842.32,2212004
848.4,857.95,878.85,856.6,875.5,874.8,869.85,3399774
874.8,869,876.8,853.65,856,859.2,863.96,3706369
859.2,858.5,872,858,862.5,862.6,865.72,2223041
862.6,864,864.95,851,851.15,854.35,854.99,2258056
854.35,849.7,849.7,818.75,828.8,823.5,831.39,3080139
823.5,830,840.95,827.15,830,831.3,833.99,4048013
831.3,837.2,839.55,805.75,817,813.85,819,6324405
813.85,816,818.5,805.5,808.2,810.4,811.41,3178835
810.4,808.9,818.25,804.9,812.1,812.6,812.14,3416863
812.6,819.1,834.45,819.1,825.75,826.35,827.47,3008011
826.35,831.9,838.4,826.7,834.55,835.25,833.46,2463693
835.25,831.25,841.5,824.05,841.5,836.5,830.21,2406954
836.5,843,854.7,840,852.1,851.3,847.87,2315993
851.3,852.1,860.6,840.05,841.5,844.5,852.03,2415898
844.5,850.5,854.5,843.55,845.85,847.85,849.93,1954963
847.85,842.2,856.6,840.2,841.75,845,849.89,2149116
845,844,863.45,835.25,861.3,860.05,851.07,3380827
860.05,864.75,869.4,838.3,843.6,843.65,849.45,2924340
843.65,835,843.5,830.8,834.5,834.3,836.76,1833998
834.3,836.6,839,811.9,825.05,825,824.98,4107716
825,829.4,829.8,813.35,820.5,822.7,820.16,4612611
822.7,825,832.8,804.75,806,812.6,820.76,3808222
812.6,808.3,821,804.35,810.95,810.6,811.54,2714879
810.6,820.6,823.35,802.25,806.9,809.25,814.29,3213575
809.25,802.5,805,780,782,783.35,790.33,4449515
783.35,785,785.95,764.4,778,772.9,773.51,6060564
772.9,781,790.8,773.8,779.35,778.75,779.78,1903323
778.75,780.2,796.5,778.3,795.45,793.9,788.57,2539732
793.9,797.8,799,771,775.5,776.55,786.99,2130749
776.55,772.5,777.95,764.2,769.15,767.55,769.23,2723719
767.55,769,782.4,767.7,779.15,780.1,776.36,2969243
780.1,778.1,794.35,778,789.5,789.4,788.45,2029499
789.4,792.1,795.6,771.1,777.7,776.95,783.91,2990299
776.95,780.1,783.95,771.6,778,779.4,777.87,2786488
779.4,784,785.1,764.15,768.1,771.1,771.37,2612370
771.1,767,780.4,765,775,775.35,774.4,2594372
775.35,773.05,799.95,773.05,794.2,793.6,789.79,3699483
793.6,797,810,785.4,801.95,804.95,801.67,4062976
804.95,805.85,809.6,769.2,778.05,773.7,781.78,7338828
773.7,776.5,785.2,772.65,781,781.6,779.71,3152921
781.6,786,794.7,778.3,789.85,789.75,788.06,2923783
789.75,791.5,805.8,786.05,803.55,803.7,796.84,2824426
803.7,807.6,826.6,807.6,819,819.65,818.62,5925225
819.65,813,825,789.7,793.7,792.4,803.95,4766434
792.4,793.1,798.9,788.45,793.5,792.65,792.93,4793061
792.65,793.65,796.65,777.15,786.1,788.2,785.65,4011397
788.2,787.4,807,783.4,805.1,802.9,796.38,6225752
802.9,803,815.9,794.9,799.7,800.5,806.48,2952640
800.5,802.2,824.95,802.2,822.5,821.6,817.64,2139146
821.6,821.5,835.9,819.65,830,828.15,826.94,3778450
828.15,830.1,832.9,822.05,830.2,829.65,827.8,2710630
829.65,828.4,831.65,815,819.3,818.1,819.62,1870391
818.1,814.7,820.5,809.2,811,812.95,814.66,2075931
812.95,813.4,814.9,812,813.8,814.1,813.79,111054
814.1,813.35,825.5,798.8,803,803,812.59,2077188
803,800.55,809,795.6,798.8,798.15,803.28,2017950
798.15,802,820.8,802,818.2,819,813.64,2572806
819,816,843.8,815.5,839,840.65,834.91,3473901
840.65,840.65,844.7,823.3,836.55,835.5,833.22,2853857
835.5,837.4,855,828.75,831.85,831.15,842.53,3025949
831.15,831.1,840,825.3,826.3,828.6,832.71,2421664
828.6,830.1,834,813.5,819,818.75,820.9,2875414
818.75,811.65,816,780.1,782.6,784.45,796.68,2925439
784.45,793.4,794.7,779.2,785.6,786.45,788.58,1823040
786.45,802.75,832.8,801,826.7,828.3,820.2,4333130
815,828,828,828,828,828,828,20400000
828.3,830,846.9,826.2,843.05,843.4,836.84,4968154
843.4,840.5,849.8,833.45,847.05,847.9,841.59,5886563
847.9,845,846,830,833,836.8,836.76,4165950
836.8,834.1,835.75,802.1,805,806.3,812.13,3922347
806.3,803.7,805.35,785.25,787.5,787.9,790.36,3237910
787.9,790.6,799.8,779.15,780.3,780.2,790.21,3372217
780.2,780.5,804.3,780.5,802,802,794.01,2914171
802,800,803.9,788.1,790.95,792,794.02,3911834
792,794.2,802,781,783.95,783.6,792.51,2153414
783.6,789,795.5,782,792,789.35,788.95,2597020
789.35,783.5,791.5,775.3,786,785.6,784.74,3026936
828,785.05,785.05,785.05,785.05,785.05,785.05,5600000
785.6,783.05,797.5,782.2,791.45,790.8,790.15,2920051
790.8,783,792.9,780.55,791.3,789.8,787.26,2223263
789.8,796.2,819.85,796.1,816.55,814.65,809.25,4017490
814.65,815.5,827.9,811.1,825,825.55,820.95,2534907
825.55,823.7,837.5,817.45,820.1,823.4,828.19,3579236
823.4,822,833.25,814.9,830,831.7,824.7,3961700
831.7,817.9,817.9,795,800.05,798,804.43,3982470
798,799.9,810.35,783.6,792.8,792.85,799.99,4682806
792.85,790,796.15,778.5,796,792.65,789.94,3728564
792.65,799.7,819.9,795,802.15,803.8,807.56,4396198
803.8,809.45,814.45,801.1,803.5,803.6,808.71,3808494
803.6,816.5,836.95,814.4,829.35,830,826.62,5886358
830,869.5,873,846,860.45,862.6,858.94,11002553
862.6,862,888,855.65,887.2,885.7,878.74,4685396
885.7,883.1,891.8,868.75,875,871.85,878.64,4064138
871.85,860.5,863.35,848.55,850,850.85,853.16,2929628
850.85,853.1,870.6,847.35,862.5,861.65,860.99,3024958
861.65,866.35,884.75,866.35,878.8,880.35,879.11,2915951
