Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity
880.35,870,873.45,858.15,865.75,866.95,866.68,3258017
866.95,869.1,881.8,867.05,874.35,874.8,874.73,2953811
874.8,874.25,879.85,839,857,856,858.34,5083109
856,865,873.3,859.25,871.85,870.05,867.49,2598534
870.05,874.25,896,869.6,895,889.95,882.49,3285192
889.95,886,899.9,886,896.7,896.85,893.87,2951748
896.85,887,904.45,883.05,903,900.6,896.39,2965797
900.6,903,917.9,903,915.55,914.95,912.79,5287638
914.95,918,919.95,909.2,916.3,917.25,915.24,2812387
917.25,919.05,927.9,913.05,923,923.7,922.82,3268422
923.7,915,915,898.95,907.5,909.05,907.88,3876482
909.05,912.05,925,907.25,908.15,909.55,915.99,2841507
909.55,908,916.9,895.15,907.35,909.35,908.89,3151838
909.35,905.95,912.2,877.45,892,890.75,898.18,3618768
890.75,892.2,903.7,885.45,890,890.15,895.66,2186491
890.15,887.05,898.65,882.55,889,885.7,889.87,2091846
885.7,887.05,892,853.9,864,857.35,872.39,2604256
857.35,858.65,879.7,842.6,875.55,872.05,860,3610644
872.05,875.15,882.85,844.85,848.45,850,858.47,2530722
850,860,871.95,850,857,857.35,861.98,2930875
857.35,860,872.9,855.75,860,861.55,865.05,2870806
861.55,858.45,864.2,830.15,841.1,841.05,848.22,2837977
841.05,845,881.85,831,867.5,872.45,861.8,4296180
872.45,867.35,872.45,857.15,863.15,865.65,865.3,2598354
865.65,869,872.85,840.45,842,845.65,853.2,1995272
845.65,843,859.95,835,851.75,852.9,851.92,2637165
852.9,856,868,847.45,865.8,865,858.17,2573906
865,865,867,817.15,832,826.7,836.66,6245328
826.7,823,834,807.55,817.15,820.25,818.16,3691650
820.25,811.1,830.8,805.05,822,825.35,818.99,2610167
825.35,833,834.7,780.2,785.75,783.6,807.96,3591352
783.6,782.45,808.65,774.2,804.65,806.1,791.47,5095979
806.1,813.7,824.7,808.5,818.45,819.5,816.25,3276098
819.5,822.5,831.45,808.4,823,822.6,819.7,2266639
822.6,814,824.9,800,806,803.25,811.58,2993270
803.25,795.1,818.55,763.9,808,811.8,790.24,5900451
811.8,816,853.4,812.5,837.3,845.25,834.9,7049010
845.25,843.8,860,828.3,849.5,853.85,843.77,4901683
853.85,853.2,890,853.2,888,886.75,874.01,4812235
886.75,888.2,891.7,828.3,828.45,831,852.09,3960633
831,833.75,864.55,833,846.9,849.35,852.22,3045550
849.35,863,869.75,851.1,857.9,862.55,861.71,3258258
862.55,870,873.5,841.5,864.7,868,859.67,3439791
868,872.9,893.55,866.25,886.45,890.35,881.07,4227364
890.35,889,892.9,874.15,885.8,887.75,884.41,3396942
887.75,888,901,871.15,872.15,875.4,883.99,4109760
875.4,868,883.7,867.05,871.1,873,875.61,2246049
873,885.95,887.7,854,858.65,861.75,868.91,2754524
861.75,856.35,864,852.6,857.95,858.15,858.31,2498437
858.15,860.5,875,856.8,873.55,871.95,867.54,3132560
871.95,888.05,895.95,880.55,888.35,890.6,887.26,4328339
890.6,886,901,870.5,886.5,881.9,885.92,4197357
881.9,872.05,881,865,871.9,874.35,871.87,2028677
874.35,872,884.55,868.15,874.65,874.6,877.07,2823675
874.6,872.4,874.9,842.2,846.5,849.05,851.86,3993925
849.05,846.65,850.15,835.25,840.1,838.25,840.74,4543087
838.25,842,854.5,837,839,839.9,845.14,2744478
839.9,832.05,844.5,819.1,821.5,822.4,830.49,3639687
822.4,826.3,829.9,817.7,821.05,821.45,824.01,2082088
821.45,823.4,848.9,823.4,845.1,846.95,838.91,2082009
846.95,840.55,859.7,838,853,854.4,851,2265225
854.4,847.6,852.4,836,844.9,844.05,841.97,2575155
844.05,849.7,854.7,839.2,842.9,844.95,844.53,2770271
844.95,839.95,867.65,837.5,859.15,860.9,856.64,2732625
860.9,859,862.8,848.05,861,860,855.61,2142108
860,865,868,854.3,863.6,863.35,861.12,2233967
863.35,865,875,863.2,874.05,870.3,869.48,2778882
870.3,897.3,898.65,864,866.5,867.8,876.23,5266950
867.8,870,888,864.65,879.4,880.35,880.02,4026153
880.35,881.6,908,881.6,903.5,905.65,899.34,5069374
905.65,905.65,915.5,896.15,913,913.2,907.16,3461572
913.2,907.4,910.95,897.5,904,904.2,903.58,2342103
904.2,905.2,909.2,887.65,895.05,896.75,897.5,2044698
896.75,892.05,911,881.35,883.75,884.5,896.89,2678332
884.5,884.1,892.8,879.35,885,887,886.53,2273430
887,888,904.85,887.85,890.4,890.75,897.8,3514321
890.75,889.1,903.95,883.9,896.05,896.8,895.29,3303172
896.8,896.5,902.9,894.7,896.75,898.15,898.37,2197777
898.15,900,918,896,915,914.7,910.69,4521314
914.7,910.1,926.55,903.35,908.5,908.25,912.98,2718063
908.25,910,914.4,906.8,907.7,908.7,910.93,425619
908.7,903.35,921.7,903.35,909.4,909.7,913.18,2504263
909.7,910,919.9,894.95,900.8,898.6,903.62,2198926
898.6,899,905.8,882.1,885.55,885.9,895.35,2238424
885.9,886,888,871.15,874.15,875.95,877.46,2001425
875.95,874,882.1,860.2,864.95,863.9,870.92,2034671
863.9,865,871.6,850.2,850.5,852.6,860.67,2781812
852.6,849.9,861.4,842.1,843.05,844.4,851.06,1918164
844.4,851.25,864,850.4,851.9,851.65,856.85,1835838
851.65,858.1,877.75,856.15,876,874.75,869.66,2759723
874.75,875,884.9,875,879,878.35,880.38,1928073
878.35,874.85,883,857,859.85,862.5,875.41,2992305
862.5,859.9,860,843.45,846.9,847.6,851.69,2620866
847.6,851,856.45,839.1,848.9,843.75,848.45,1710289
843.75,847.35,856.85,844.05,850.9,851.7,851.07,2303754
851.7,850.5,856.8,837.55,840.5,841.25,846.01,3192390
841.25,844.5,849.5,835.25,838,837.95,840.35,2610836
837.95,843.1,856.4,843.1,850.1,847.95,850.63,2867965
847.95,850.95,856.5,848.6,852,853.2,853.19,2259353
853.2,853,862.95,852.3,854.9,855.3,857.96,1650771
855.3,855,865.5,850.65,861.5,861.9,859.7,2099451
861.9,860.9,867.5,853.2,858.1,856.05,860.14,2002635
856.05,872,877,868.05,870.4,871,872.14,2865154
871,870.15,874.65,861.2,868,866.7,867.28,1668901
866.7,882.1,888,876.2,877.75,878.95,881.32,2904113
878.95,878.5,888.7,878.5,885.3,884.65,884.84,1992917
884.65,882.5,884.95,872.5,884.15,882.6,879.38,1137789
882.6,878,880,868,870.3,870.2,871.63,1300646
870.2,867,868.1,857.65,863.05,864.7,863.86,2040359
864.7,860,862.25,843.2,845,845.05,850.02,2296374
845.05,848.7,852.9,836.75,837.85,839.2,844.8,2306272
839.2,839.2,863.85,839.2,861.3,859.95,856.81,2745251
859.95,864.4,864.4,843.7,852.5,854.05,854.48,3074567
854.05,872,898,862.1,895,895.15,878.73,4687926
895.15,899,909,890,892.95,896.25,901.03,3701213
896.25,896.5,905,895.1,897.1,898.05,899.67,1670206
898.05,894.5,900,882.1,887.7,887.55,889.03,3341856
887.55,888.6,893.9,876.9,878.05,878.85,883.27,1770277
878.85,881,889.85,875.85,885.55,887.1,884.08,2357956
887.1,888,898.25,887.1,894,895.2,894.05,1304298
895.2,897.45,898.25,887.6,888.25,888.8,891.42,1337074
888.8,887.7,896,870.1,873,875,885.11,1376901
875,871.6,873.35,855,865.2,864.25,864.22,2933613
864.25,862.1,863.25,850,855.15,854.95,854.84,3043781
854.95,854.6,859.95,840.05,840.65,842.1,846.4,3957111
842.1,844.4,857.35,844.4,849,849.05,850.03,2909048
849.05,850.45,853.8,845.05,853,850.7,849.4,1899340
850.7,848.35,876.3,848,856.15,858.15,863.52,3392170
858.15,868.25,883,868,881.5,880.4,876.44,2756390
880.4,878.5,884.55,872.45,879.2,881.5,880.74,2760267
881.5,884.7,895,881,882.5,885.45,889.77,2893960
885.45,888.7,893.3,882.05,885.2,886.15,888.21,4123266
886.15,889.15,896.9,880.25,883.5,884.75,890.33,3534630
884.75,886.9,889,866.1,868,869.75,872.35,3789008
869.75,872.65,873.6,862,862.9,863.05,865.66,2241570
863.05,863.5,875.35,858.15,868,872.45,869.82,1947009
872.45,860.6,871.3,860.6,866,865.8,866.4,3146981
865.8,862,874.65,861.1,866.8,867.65,868.87,2715344
867.65,856,860.8,840.35,846.75,843.15,850.73,2822051
843.15,847,856,842.7,845.7,844.85,848.94,2645575
844.85,849.8,852.5,835,835.6,836.6,843.22,2828526
836.6,831.4,833.85,822.2,825.6,825,827.27,3223490
825,827,833.45,826.15,830.55,831.15,830.2,2523182
831.15,826.2,829.8,819.45,820.5,820.9,824.7,1880728
820.9,814.5,826.65,813.15,823.75,821.55,819.02,2825803
821.55,820.1,821.5,806.9,816.3,817.25,815.06,2582636
817.25,820,824.1,808.15,815.9,815.85,816.24,2474757
815.85,822.1,823.8,810.6,813,814.45,816.81,1933597
814.45,815.25,825.6,811.15,821.75,821.95,821.91,2364740
821.95,823,825,802.75,803.75,805.25,810.89,2882244
805.25,808,821.9,807.4,815,817.9,816.72,2246719
817.9,818.9,818.9,805.05,806.8,807.4,810.99,1978914
807.4,811.9,824,808,821.9,822.05,817.07,2107250
822.05,817.65,822,807.05,812.75,812.3,813.47,2070622
812.3,807.1,817.85,807.1,812.3,813.15,814.74,1312359
813.15,813,820,810,813.1,812.25,814.84,1401247
812.25,811.3,813.7,803.1,804.15,805.45,807.99,1838151
805.45,807.1,816,805.6,810.75,811.5,810.98,1430079
811.5,808.05,814.95,805.3,812.9,812.35,809.76,1554509
812.35,814.3,816,807.55,809.45,810.55,812.26,1609074
810.55,811,816.85,808.25,812,810.7,811.85,3110571
810.7,810.7,815.35,793.1,797.3,799.95,801.57,4331622
799.95,800.1,806.8,797.15,804.25,803.4,802.72,2659675
803.4,803,814.65,802.6,812.35,812.95,810.74,2056575
812.95,815.55,818,805.15,806.5,807,809.77,2703603
807,809.35,824.4,809.3,822.25,822.45,818.32,2325283
822.45,825,874,825,867.9,869.4,855.41,7679752
869.4,865.1,903.65,863.4,883.9,885.45,889.63,7513409
885.45,885,887.8,872.1,874,874.75,878.5,2921335
874.75,874,882.9,867.65,869.25,871.35,873.56,2155857
871.35,875,894.75,874.7,877.9,879.55,887.29,3936620
879.55,874,889.95,869.05,886,886.15,878.11,3780891
886.15,889.5,908.8,889.5,894.5,896.45,900.41,4351046
896.45,900,909.9,895.25,902.9,903,902.16,3743369
903,901.6,907.5,898.15,905.7,906,905.58,6791651
906,907,913.35,882.15,884.6,885.8,894.3,5040481
885.8,887.6,889.85,883.55,889.4,888.15,887.08,231511
888.15,891.25,908.75,891.1,906,905.4,903.35,6586731
905.4,879,882.5,872.5,877.8,879.3,878.62,7154556
879.3,881.25,902.95,881.15,891,891.2,892.07,3156965
891.2,894.85,904.9,892.1,899,900.75,901.67,12665322
900.75,900,919.95,900,914.8,916.15,914.31,4267110
916.15,916.25,939.8,913.2,937.8,930.75,923.95,4286368
930.75,936,945,929.3,941.4,942.6,937.24,3575180
942.6,945,962,938.1,955.95,958.2,955.12,6121499
958.2,956.8,962.95,940.4,951.5,952.65,951.03,6069088
952.65,952,953.25,941.55,944.25,944.25,945.66,2860462
944.25,944,954.95,934.35,941,944.15,942.57,2949923
944.15,950,966.7,947.15,966.6,962.15,954.44,3071917
962.15,964.7,973.9,962.2,968.95,969.05,968.44,2434297
969.05,962.3,971.05,950.6,951.25,953.75,958.39,2672508
953.75,950,954,936.6,945.8,949.1,944.92,2117715
949.1,946.5,959,938.1,941.8,941.3,948.01,2830152
941.3,945,961.8,943.8,961,959.1,954.84,1793418
959.1,969.95,969.95,956.1,957,959.6,960.85,2701214
959.6,960,988.75,956.1,966.95,967.75,973.54,4418930
967.75,969,982,964.25,966.8,967.15,970.17,3494693
967.15,968,969,946,946.6,948.25,952.06,3029220
948.25,949.8,956,941.35,945.65,945,949.29,3796899
945,946.05,951.75,938,940.5,940.3,942.04,1919298
940.3,943.9,960,929.1,936.1,935.8,944.61,3289582
935.8,940,947.4,926,928.1,928.1,933.63,2073376
928.1,925,958.5,925,944.4,946.85,946.08,3474292
946.85,947.9,967,947.55,965.15,963.35,960.34,2832651
963.35,960.1,971.4,957.05,958.9,960.85,964.17,2416483
960.85,963.1,970.1,950.75,962,960.3,960.99,2731382
960.3,955.8,999,955.8,997,997.6,986.41,4217843
997.6,994.9,1049,994.1,1027,1028.7,1028.7,7051280
1028.7,1040,1068.8,1034.5,1061.1,1063.4,1049.33,6140492
1063.4,1064,1068,1041.1,1044.9,1045.5,1050.6,4428958
1045.5,1045.5,1060,1039.25,1058,1053.4,1049.48,4769324
1053.4,1090.1,1145.25,1062.1,1075,1079.25,1105.14,12031151
1079.25,1091,1124.75,1086.9,1115.25,1120.05,1107.68,5439813
1120.05,1127.9,1129,1075.7,1080,1079.85,1089.48,5145199
1079.85,1079.85,1102.95,1073.75,1075,1078.4,1083.67,5026907
1078.4,1086,1113.4,1084.7,1103.2,1100.8,1100.57,4284833
1100.8,1111.55,1132,1102,1129,1127.45,1117.42,3786896
1127.45,1132.5,1140,1075,1098.95,1101.7,1118.82,3674151
1101.7,1103,1108,1075.1,1086.05,1087.95,1084.42,2576905
1087.95,1089.6,1106.6,1084.75,1089.5,1088.9,1092.19,2594834
1088.9,1092.5,1093.4,1068.35,1079,1073.55,1076.31,6322422
1073.55,1085,1089.7,1060,1066,1064.7,1071.85,3953091
1064.7,1074.75,1088.25,1065.3,1082.9,1082.2,1077.17,2012972
1082.2,1083.3,1102,1077.35,1098,1095.4,1091.77,2485694
1095.4,1092.65,1101.8,1076.25,1078.25,1077.5,1088.33,2017568
1077.5,1078.5,1094.9,1064.25,1092.1,1089.9,1080.15,4565820
1089.9,1107.4,1133,1104.1,1126,1122.4,1118.93,6701908
1122.4,1130,1132.7,1112.1,1125.3,1122.65,1120.71,3085371
1122.65,1130.45,1130.45,1100.45,1118.2,1118.3,1112.33,3602608
1118.3,1120,1120,1092.5,1096,1102.1,1104.58,3466329
1102.1,1098.55,1113.5,1084.1,1095.7,1094.15,1099.04,2689818
1094.15,1100.3,1107,1072.7,1080,1081.9,1087.67,3348036
1081.9,1084,1084,1057.15,1064.95,1065.45,1066.34,3285055
1065.45,1058.1,1093.3,1058.1,1093.3,1090.05,1074.37,3617320
1090.05,1088,1101.65,1060.65,1062.1,1066.75,1082.7,4391701
1066.75,1074,1074.95,1031.6,1040.25,1042.1,1048.5,5286280
1042.1,1045.9,1049.4,1034.25,1038.35,1036.5,1040.52,2938456
1036.5,1037,1044.9,1024,1041.65,1037.95,1034.06,3375785
1037.95,1045,1062.8,1045,1061.1,1059.85,1055.58,2717888
1059.85,1057.65,1059.35,1048.15,1048.65,1051,1052.85,2414935
1051,1025,1026.9,1006.7,1017.75,1011.9,1016.25,5595871
1011.9,1010,1023.5,1007.2,1012.45,1012.1,1013.62,2108794
1012.1,1012.55,1020,1000,1013.6,1015.4,1011.25,4721740
1015.4,1017.2,1020.55,1006.95,1007.9,1008,1011.51,2206576
1008,1017,1027.35,1012,1017.7,1018.25,1019.31,2810085
1018.25,1020,1025,1003.5,1004.9,1006.5,1010.58,2645940
1006.5,1005,1036.8,1003.3,1034.7,1031.95,1019.09,2961779
1031.95,1033,1037,1021,1025.5,1027.2,1026.93,3204529
1027.2,1026,1034.5,990,994,995.05,1010.86,3996724
995.05,1002,1009.9,992.5,1000,1000.95,1001.21,3406611
1000.95,1000.25,1021.5,981.05,991,997.2,1000.52,4251670
997.2,995.2,1002,963.65,966,966.5,978.43,4065087
966.5,968.6,974.9,958.5,963.6,961.75,967.72,3146395
961.75,963.4,980,963.05,973.4,972.2,971.55,3507637
972.2,974,993,974,989.4,989.7,985.46,3190489
989.7,988,998.2,980.3,980.5,982.5,985.85,2154828
982.5,980,983.55,969.3,975.2,976.75,977.51,2133298
976.75,1000,1008,995.05,996,997.65,1001.72,3883004
997.65,1004,1033.9,1001.1,1030,1030.95,1024.62,6512321
1030.95,1035.05,1039.8,1021.05,1031,1033.25,1030.23,3136481
1033.25,1030,1043.2,1024,1039.25,1041.05,1033.42,2211291
1041.05,1041.9,1043.3,1007.05,1020,1021.85,1023.08,3093322
1021.85,1021,1023.55,1001.6,1004,1005.6,1008.48,2142490
1005.6,1004,1011,993,1006,1006.15,1003.09,4255466
1006.15,1007.95,1019.9,1002,1005,1006.45,1010.49,4051138
1006.45,995,999,975,976,976.3,987.58,3617603
976.3,981,989.7,976.05,984.4,985,983.3,3353808
985,985.1,987.85,971,983.55,983.85,979.33,2796475
983.85,984.9,998.6,979.5,990.05,988.15,989.54,3739249
988.15,989,996.7,983.35,990,989.3,990.17,2478789
989.3,979.55,983.5,973.1,981.25,980.5,978.7,2084325
980.5,985.15,987.25,977.4,979.25,980.5,981.42,1530775
980.5,986,986.95,976.35,983.75,984.4,982.06,2184401
984.4,983.3,996.6,980,989.5,990.15,988.75,3226166
990.15,995,1005,991.75,1001.2,1002.95,997.42,2757188
1002.95,1001.1,1015.45,997.5,1012.5,1013.05,1010.55,1747178
1013.05,1015,1023,1006.1,1007.1,1009.3,1013.03,3328022
1009.3,1011,1018.45,995.35,996.6,998.35,1005.7,2976628
998.35,1000,1004,990.1,994.35,995.1,996.77,3760015
995.1,1000.1,1007,995.3,997.8,998.3,1000.91,1959327
998.3,1000,1008.5,993.45,995.5,995.8,1002.67,1704141
995.8,996,996.95,983,992.35,993.35,989.6,2182560
993.35,997.2,1001.8,986.85,997,993.7,992.74,1918182
993.7,994.6,1004,994.6,1000,998.7,999.19,3637682
998.7,1004.35,1021,995.6,1016.4,1014.1,1010.61,3702468
1014.1,1018.5,1031.55,1010.6,1024,1023.8,1020.64,3784599
1023.8,1025.15,1035.95,1021.1,1032.35,1031.25,1028.81,5011067
1031.25,1029,1033.9,1018.1,1024.95,1025.9,1025.52,2136513
1025.9,1027.7,1033.45,1020.6,1022.85,1025.65,1026.18,2075273
1025.65,1033.9,1039.35,1028,1035.5,1037.7,1034.84,3174286
1037.7,1032.1,1041.3,1028.2,1030,1033,1034.4,2095351
1033,1028.15,1029.1,1012.6,1016.7,1015.85,1019.2,2162176
1015.85,1020.3,1030,1008,1015.2,1019.4,1016.88,2427349
1019.4,1018.5,1024,1011.45,1015.75,1015.6,1015.51,2000076
1015.6,1009.1,1012,1001,1001.6,1002.75,1005.43,1997452
1002.75,1001.4,1004.15,976.5,979,979.4,988.51,3027126
979.4,984.9,990.55,978.95,989,988.65,985.92,2488647
988.65,985,1010,983.7,1004,1004.9,1002.04,2077617
1004.9,1006,1015.8,991,993.95,995.45,999.3,3924732
995.45,993,996,987.7,990,991.55,991.51,1805858
991.55,991.7,995.45,963.05,963.85,965.85,977.19,4044643
965.85,968.5,974.1,955.4,965.5,965.05,967.08,3518809
965.05,966.1,967.8,922.65,934.1,929.85,939.73,7564288
929.85,929,941.65,917.3,933.05,933.25,930.23,3635611
933.25,936.95,942.7,929.6,933.35,933.15,936.3,2852977
933.15,928,948.45,925.05,944,945.7,936.15,4032700
945.7,943.6,945.6,926,927.25,927.2,933.08,1978672
927.2,927.25,934.9,923.45,924.75,926.15,928.25,2835389
926.15,921.15,941.5,921.15,935.9,936.7,935.66,2246466
936.7,938.2,957.25,938.2,953.35,954.65,951.69,2552056
954.65,947,969,936.1,961.25,960.65,955.59,3535189
960.65,961.8,964.75,948.05,958.1,957.9,956.61,3173161
957.9,979,979,958.6,960.45,961.25,966.93,4360890
961.25,951.65,956.9,928,930,931,941.93,4347008
931,936,940.65,925.2,937.7,937.9,935.08,3500356
937.9,938.5,940.6,911.55,934,935.05,933.74,4843061
935.05,934.25,937,927.1,928,929.35,930.83,4028045
929.35,935.1,950.8,933.15,947.15,945.65,946.15,3059361
945.65,949.5,954.5,949,952.5,952.7,952.09,565357
952.7,963.95,963.95,936.8,942.6,941.35,945.52,2302432
941.35,941.1,942,926.1,933.7,934.05,932.08,5034195
934.05,936.6,953.4,934.15,951.05,951.6,946.95,4004057
951.6,948,981.55,947.1,978,979.25,969.04,7484984
979.25,981.85,1003.7,981.85,999,1000.55,995.38,3219842
1000.55,1004,1009,990.15,1001.45,1002.35,1001.88,2828980
1002.35,1002,1008.5,988.4,989,991.3,996.8,3595614
991.3,990.45,995.35,978.05,981.55,980.5,983.5,2659263
980.5,982.8,989.8,967.25,969.75,969.35,976.73,2396133
969.35,972.4,987.8,966.25,978,977.7,977.61,2308713
977.7,981.95,983,968.7,971.55,974.05,975.11,2122642
974.05,974,979.8,963.4,969.2,969.25,970.47,1609576
969.25,969,977.75,965.05,969,969.15,970.47,1925588
969.15,966,987.55,966,987.5,985.2,978.95,2337114
985.2,985.45,997.7,985.2,987.5,988.65,992.12,3065433
988.65,988.65,992,976.5,976.8,978.15,982.36,1851368
978.15,978,983.7,970.3,979.45,980.75,976.59,2592595
980.75,980.2,1001,980.2,996.2,997.7,994.35,2683538
997.7,1000.2,1004.15,981.7,983.8,985.35,986.67,2840424
985.35,985.1,994.9,973.3,994.5,993,985.89,3338732
993,991.95,993,982.6,986.2,987.05,987.34,3007076
987.05,990,993,983.05,988.3,988.65,988.21,2806993
988.65,989.7,1017.35,983.2,988.95,991.6,999.44,4773085
991.6,989,991.95,958.55,962.95,961.6,971.38,3973275
961.6,962,971.25,958,963.2,962.65,963.53,2160807
962.65,958.55,974,958.55,966.75,968.35,967.87,2237796
968.35,968.1,974.95,955.7,957.9,958.55,964.05,2463051
958.55,961,967,955.1,956.9,957.35,960.49,2296865
957.35,960,962.85,942.25,944.1,944.6,951.53,2340414
944.6,941,950.7,931,939.75,939.85,940.54,2422696
939.85,931.45,940.95,930,931.4,932.55,934.48,3027071
932.55,929,929,903.35,906,906.15,913.18,5170702
906.15,907,911,879.35,883.15,882.35,893.67,4085890
882.35,877.95,881.8,872,881.4,878.8,877.27,2891112
878.8,876.8,883.25,859.7,867,864.6,871.92,4774252
864.6,865.25,874.9,864.45,871.6,869.5,870.08,4749947
869.5,881.55,884.8,864.65,880.25,880.1,876.6,3422050
880.1,885.1,908.4,882.5,900.45,900.55,899.32,4588473
900.55,902,906.8,891,904.75,904.9,898.63,1898416
904.9,902.35,904.15,891.8,894,893.75,897.15,2419143
893.75,893.75,897.15,880,886,884.15,886.83,5138493
884.15,886.6,892.65,880.1,889.7,888.85,885.42,1117804
888.85,888.5,899.05,886.95,897.5,897,895.1,1584461
897,897.1,898.4,877.1,882.2,880.15,882.21,2657831
880.15,880,893.9,879.05,892.05,891.15,888.28,1934955
891.15,886.3,892,883.65,888,887.9,887.62,677439
887.9,888.1,896.05,884.3,884.95,885.55,889.39,1675827
885.55,885,890.9,874.1,875.55,875.85,881.88,2309591
875.85,870,873,832,832.5,836.1,847.6,4258043
836.1,837.1,858.8,837,858,854.3,849.81,4736315
854.3,860.1,862.9,840.15,843,842.05,845.7,4542457
842.05,848.4,862,845,861.5,860.3,852.15,3061366
860.3,860.5,861,841.6,852.5,850.3,847.51,2308716
850.3,853,854.95,840.5,845,843.15,844.77,2274108
843.15,843,847,831.2,837,834.95,836.09,2601286
834.95,840,871.1,840,863,864.25,857.07,3869247
864.25,860,875,852.05,867.5,869.7,867.39,4374388
869.7,870.2,886,858.75,879.75,879.65,877.24,3049291
879.65,881.5,905.55,878.85,902.55,903.05,894.34,3054173
903.05,905,911.4,892.05,907.05,906.75,903.73,3905183
906.75,905.15,907.2,879.5,884.2,883.75,888.39,5422365
883.75,890,897.8,877,886.85,886.9,887.29,4132897
886.9,892.9,896.7,880.5,887.25,889.05,888.34,4100754
889.05,886.1,909.8,886.1,906.55,906.85,898,4411227
906.85,907.1,934.5,906.9,927.95,929.4,926.4,8255888
929.4,930,931.25,909,916.35,915.25,918.15,4970953
915.25,916.05,919.9,905.7,908.2,908.05,912.65,4412275
908.05,913.2,940.85,913.2,936.3,937.6,930.35,3907020
937.6,939.1,943.8,925.9,926.7,928.8,936.76,3216827
928.8,936,939.9,917.6,921.6,923.7,930.11,2826578
923.7,924.1,930,903,911.15,909.9,916.3,2067728
909.9,901.2,918,892,894.35,896.7,905.54,2020605
896.7,898,904.5,861.3,884.6,882,887.96,3120391
882,886,904.75,883,901.5,900.7,894.64,2235774
900.7,908,913.95,887.25,912.55,909.15,899.35,1990874
909.15,914,920.8,909.05,920.05,917.5,916.17,1690071
917.5,918.7,924.2,900,902.15,902.8,910.85,2803961
902.8,900,908,894.4,901.1,901.65,901.29,2248124
901.65,906.95,907.6,887.55,901.15,902.05,896.86,2183115
902.05,895.25,896,871.3,872.8,873.1,876.92,4278437
873.1,869.95,876.75,847.1,848.1,851.45,860.98,3224043
851.45,854.25,856.8,837,842.2,841.45,843.77,4559370
841.45,848.8,856.5,841.05,844.55,843.15,847.86,3491406
843.15,846.1,850,836.6,848.5,842,841.76,4905338
842,847.55,861,844.6,859.3,855.55,851.92,4265220
855.55,862.8,868.4,846.6,867,865.15,860.13,2093776
865.15,869,875.5,855.55,864.95,864.25,862.25,3332631
864.25,869,906.45,867.4,900.15,900.8,894.08,4717254
900.8,906,909.65,880.05,886.25,887.85,894.98,3308981
887.85,892.5,898.75,878.15,886,884.95,887.43,2449658
884.95,885.1,891.75,864.15,865.4,869.65,878.6,3215112
869.65,868.95,875.8,855.4,858,859.15,863.46,3482250
859.15,860.95,869.6,852.4,853.5,855.95,860.98,2659765
855.95,858,867.4,855.6,863.5,863.8,860.09,2693254
863.8,869,869.6,847,852.4,850.1,856.33,2956988
850.1,851.5,853.95,840.3,843.2,842.1,843.28,3163589
842.1,850.55,859.9,841,856.05,856.85,850.6,4359100
856.85,857,872.25,854.7,868.95,868.65,863.08,2118940
868.65,875.55,876.7,854.1,854.7,856.15,864.62,3185218
856.15,857.9,861.15,848.6,858,854.1,854.68,2378572
854.1,856.5,864,838.1,842,841.95,846.02,3029112
841.95,842.1,854.3,842.1,848.9,847.95,848.15,2111750
847.95,849,849.5,841,842,844.9,843.72,2346393
844.9,841.1,849.25,824.1,831,829.3,835.77,4713693
829.3,833.9,835,801.45,810,811.7,815.7,5332142
811.7,816.6,817.7,796.45,814.1,810.75,807.78,3961481
810.75,818,832.9,818,822.9,826,826.68,4625471
826,824.9,839,813.1,835.15,836.05,825.5,3334693
836.05,836,838,821.4,823.65,824.65,826.2,2819367
824.65,826.05,836.1,826.05,832.15,832.85,831.39,4863211
832.85,833.5,869.5,832.9,863,865.9,855.45,5673710
865.9,865.5,899,858.8,897,895.1,880.85,6234931
895.1,894.95,908.8,889.1,904,904.35,899.4,5788462
904.35,906.8,924.75,898.75,922.3,922.5,914.98,4612201
922.5,921,939.6,907.2,923.9,923.65,919.83,5081693
923.65,924.5,938,919,929.55,928.35,928.04,4612192
928.35,935.05,944.3,922.6,924.1,926.85,934.15,5476551
926.85,937.3,937.45,878.5,883.75,885.65,901.51,8601165
885.65,890.15,895.5,872.45,876.45,876.45,885.51,4047524
876.45,881.9,886.75,867,879,879.75,877.9,3374188
879.75,883.85,889.4,869.05,877,877.05,878.99,3048801
877.05,877,884.45,868.65,882.4,878.9,878.25,2905259
878.9,880.05,887.5,871.45,872.2,875.3,879.51,2524227
875.3,874.7,882,858.55,862.9,865.2,868.23,3357286
865.2,862,870.55,847.4,848.2,850,859.96,3746012
850,850,865.9,847.95,865,862.35,857.81,7955186
862.35,866.2,893.9,860.5,892.75,890.95,877.55,3446692
890.95,893.7,901.8,885.1,891.15,892.15,892.74,4079468
892.15,890,896.75,872,877,880.25,881.92,5128997
880.25,875,878.45,860,867,870.75,867.56,3825462
870.75,871,893.75,861.1,888.25,889.7,881.17,3909788
889.7,892.85,899.45,883.4,893.8,895.95,891.99,3249083
895.95,894.9,894.9,865.15,871.15,868.7,872.93,3805956
868.7,873.35,888.65,857.2,885.6,885.1,872.11,3817667
885.1,886,886.2,870.3,877,878.2,878.07,2818365
878.2,881.9,886.95,870.1,872.15,873.95,876.77,1904490
873.95,874.9,894,872.2,891.5,891.55,885.61,2250982
